OFFICIAL ELECTION RESULTS
Bucks
nameplace,Contest Name,Candidate Name,Votes,Voter Turnout
"Newtown Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","66","38.57%"
"Newtown Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","103","38.57%"
"Newtown Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","126","38.57%"
"Newtown Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","19","38.57%"
"Newtown Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","15","38.57%"
"Newtown Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","34","38.57%"
"Newtown Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","95","38.57%"
"Newtown Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","4","38.57%"
"Newtown Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","1","38.57%"
"Newtown Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","38.57%"
"Newtown Twp #3","Newtown Twp Dist 3 Committeeman (Rep)","Devon Scaccetti","174","38.57%"
"Newtown Twp #3","Newtown Twp Dist 3 Committeeman (Rep)","Write-in","3","38.57%"
"Newtown Twp #3","Newtown Twp Dist 3 Committeewoman (Rep)","Peggy Driscoll","174","38.57%"
"Newtown Twp #3","Newtown Twp Dist 3 Committeewoman (Rep)","Write-in","16","38.57%"
"Newtown Twp #4","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","131","36.22%"
"Newtown Twp #4","Presidential Electors  (Dem)","Dean Phillips","2","36.22%"
"Newtown Twp #4","Presidential Electors  (Dem)","Write-in","4","36.22%"
"Newtown Twp #4","Presidential Electors (Rep)","Nikki R. Haley","40","36.22%"
"Newtown Twp #4","Presidential Electors (Rep)","Donald J. Trump","103","36.22%"
"Newtown Twp #4","Presidential Electors (Rep)","Write-in","3","36.22%"
"Newtown Twp #4","United States Senator (Dem)","Robert P. Casey, Jr.","136","36.22%"
"Newtown Twp #4","United States Senator (Dem)","Write-in","0","36.22%"
"Newtown Twp #4","United States Senator (Rep)","Dave McCormick","131","36.22%"
"Newtown Twp #4","United States Senator (Rep)","Write-in","5","36.22%"
"Newtown Twp #4","Attorney General (Dem)","Jack Stollsteimer","13","36.22%"
"Newtown Twp #4","Attorney General (Dem)","Eugene DePasquale","10","36.22%"
"Newtown Twp #4","Attorney General (Dem)","Joe Khan","89","36.22%"
"Newtown Twp #4","Attorney General (Dem)","Keir Bradford-Grey","12","36.22%"
"Newtown Twp #4","Attorney General (Dem)","Jared Solomon","13","36.22%"
"Newtown Twp #4","Attorney General (Dem)","Write-in","1","36.22%"
"Newtown Twp #4","Attorney General (Rep)","Dave Sunday","86","36.22%"
"Newtown Twp #4","Attorney General (Rep)","Craig Williams","54","36.22%"
"Newtown Twp #4","Attorney General (Rep)","Write-in","1","36.22%"
"Newtown Twp #4","Auditor General (Dem)","Malcolm Kenyatta","91","36.22%"
"Newtown Twp #4","Auditor General (Dem)","Mark Pinsley","42","36.22%"
"Newtown Twp #4","Auditor General (Dem)","Write-in","1","36.22%"
"Newtown Twp #4","Auditor General (Rep)","Tim DeFoor","134","36.22%"
"Newtown Twp #4","Auditor General (Rep)","Write-in","1","36.22%"
"Newtown Twp #4","State Treasurer (Dem)","Ryan Bizzarro","64","36.22%"
"Newtown Twp #4","State Treasurer (Dem)","Erin McClelland","68","36.22%"
"Newtown Twp #4","State Treasurer (Dem)","Write-in","1","36.22%"
"Newtown Twp #4","State Treasurer (Rep)","Stacy Garrity","133","36.22%"
"Newtown Twp #4","State Treasurer (Rep)","Write-in","1","36.22%"
"Newtown Twp #4","Representative in Congress (Dem)","Ashley Ehasz","133","36.22%"
"Newtown Twp #4","Representative in Congress (Dem)","Write-in","3","36.22%"
"Newtown Twp #4","Representative in Congress (Rep)","Brian Fitzpatrick","99","36.22%"
"Newtown Twp #4","Representative in Congress (Rep)","Mark Houck","50","36.22%"
"Newtown Twp #4","Representative in Congress (Rep)","Write-in","1","36.22%"
"Newtown Twp #4","Representative in the General Assembly 31st (Dem)","Perry Warren","135","36.22%"
"Newtown Twp #4","Representative in the General Assembly 31st (Dem)","Write-in","1","36.22%"
"Newtown Twp #4","Representative in the General Assembly 31st (Rep)","Write-in","45","36.22%"
"Newtown Twp #4","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","114","36.22%"
"Newtown Twp #4","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","119","36.22%"
"Newtown Twp #4","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","116","36.22%"
"Newtown Twp #4","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","124","36.22%"
"Newtown Twp #4","Delegate to the Democratic National Convention (Dem)","Yota Palli","108","36.22%"
"Newtown Twp #4","Delegate to the Democratic National Convention (Dem)","Charles Quann","107","36.22%"
"Newtown Twp #4","Delegate to the Democratic National Convention (Dem)","Write-in","3","36.22%"
"Newtown Twp #4","Delegate to the Democratic National Convention (Dem)","Write-in","1","36.22%"
"Newtown Twp #4","Delegate to the Democratic National Convention (Dem)","Write-in","1","36.22%"
"Newtown Twp #4","Delegate to the Democratic National Convention (Dem)","Write-in","1","36.22%"
"Newtown Twp #4","Delegate to the Democratic National Convention (Dem)","Write-in","1","36.22%"
"Newtown Twp #4","Delegate to the Democratic National Convention (Dem)","Write-in","1","36.22%"
"Newtown Twp #4","Delegate to the Republican National Convention  (Rep)","Marie Miller","46","36.22%"
"Newtown Twp #4","Delegate to the Republican National Convention  (Rep)","Ellen Cox","68","36.22%"
"Newtown Twp #4","Delegate to the Republican National Convention  (Rep)","Liz Diehl","25","36.22%"
"Newtown Twp #4","Delegate to the Republican National Convention  (Rep)","Jim Worthington","100","36.22%"
"Newtown Twp #4","Delegate to the Republican National Convention  (Rep)","David A. Christian","89","36.22%"
"Newtown Twp #4","Delegate to the Republican National Convention  (Rep)","Write-in","4","36.22%"
"Newtown Twp #4","Delegate to the Republican National Convention  (Rep)","Write-in","0","36.22%"
"Newtown Twp #4","Delegate to the Republican National Convention  (Rep)","Write-in","0","36.22%"
"Newtown Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","44","36.22%"
"Newtown Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","67","36.22%"
"Newtown Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","93","36.22%"
"Newtown Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","11","36.22%"
"Newtown Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","17","36.22%"
"Newtown Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","15","36.22%"
"Newtown Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","69","36.22%"
"Newtown Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","3","36.22%"
"Newtown Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","1","36.22%"
"Newtown Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","36.22%"
"Newtown Twp #4","Newtown Twp Dist 4 Committeeman (Rep)","Joseph Pizzo","121","36.22%"
"Newtown Twp #4","Newtown Twp Dist 4 Committeeman (Rep)","Write-in","5","36.22%"
"Newtown Twp #4","Newtown Twp Dist 4 Committeewoman (Rep)","Bette Jo Smith","126","36.22%"
"Newtown Twp #4","Newtown Twp Dist 4 Committeewoman (Rep)","Write-in","1","36.22%"
"Newtown Twp #5","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","239","35.08%"
"Newtown Twp #5","Presidential Electors  (Dem)","Dean Phillips","9","35.08%"
"Newtown Twp #5","Presidential Electors  (Dem)","Write-in","7","35.08%"
"Newtown Twp #5","Presidential Electors (Rep)","Nikki R. Haley","48","35.08%"
"Newtown Twp #5","Presidential Electors (Rep)","Donald J. Trump","179","35.08%"
"Newtown Twp #5","Presidential Electors (Rep)","Write-in","2","35.08%"
"Newtown Twp #5","United States Senator (Dem)","Robert P. Casey, Jr.","249","35.08%"
"Newtown Twp #5","United States Senator (Dem)","Write-in","0","35.08%"
"Newtown Twp #5","United States Senator (Rep)","Dave McCormick","220","35.08%"
"Newtown Twp #5","United States Senator (Rep)","Write-in","1","35.08%"
"Newtown Twp #5","Attorney General (Dem)","Jack Stollsteimer","49","35.08%"
"Newtown Twp #5","Attorney General (Dem)","Eugene DePasquale","17","35.08%"
"Newtown Twp #5","Attorney General (Dem)","Joe Khan","138","35.08%"
"Newtown Twp #5","Attorney General (Dem)","Keir Bradford-Grey","14","35.08%"
"Newtown Twp #5","Attorney General (Dem)","Jared Solomon","30","35.08%"
"Newtown Twp #5","Attorney General (Dem)","Write-in","0","35.08%"
"Newtown Twp #5","Attorney General (Rep)","Dave Sunday","173","35.08%"
"Newtown Twp #5","Attorney General (Rep)","Craig Williams","50","35.08%"
"Newtown Twp #5","Attorney General (Rep)","Write-in","0","35.08%"
"Newtown Twp #5","Auditor General (Dem)","Malcolm Kenyatta","161","35.08%"
"Newtown Twp #5","Auditor General (Dem)","Mark Pinsley","76","35.08%"
"Newtown Twp #5","Auditor General (Dem)","Write-in","0","35.08%"
"Newtown Twp #5","Auditor General (Rep)","Tim DeFoor","217","35.08%"
"Newtown Twp #5","Auditor General (Rep)","Write-in","0","35.08%"
"Newtown Twp #5","State Treasurer (Dem)","Ryan Bizzarro","116","35.08%"
"Newtown Twp #5","State Treasurer (Dem)","Erin McClelland","114","35.08%"
"Newtown Twp #5","State Treasurer (Dem)","Write-in","3","35.08%"
"Newtown Twp #5","State Treasurer (Rep)","Stacy Garrity","218","35.08%"
"Newtown Twp #5","State Treasurer (Rep)","Write-in","0","35.08%"
"Newtown Twp #5","Representative in Congress (Dem)","Ashley Ehasz","245","35.08%"
"Newtown Twp #5","Representative in Congress (Dem)","Write-in","1","35.08%"
"Newtown Twp #5","Representative in Congress (Rep)","Brian Fitzpatrick","179","35.08%"
"Newtown Twp #5","Representative in Congress (Rep)","Mark Houck","51","35.08%"
"Newtown Twp #5","Representative in Congress (Rep)","Write-in","3","35.08%"
"Newtown Twp #5","Representative in the General Assembly 31st (Dem)","Perry Warren","253","35.08%"
"Newtown Twp #5","Representative in the General Assembly 31st (Dem)","Write-in","1","35.08%"
"Newtown Twp #5","Representative in the General Assembly 31st (Rep)","Write-in","103","35.08%"
"Newtown Twp #5","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","197","35.08%"
"Newtown Twp #5","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","219","35.08%"
"Newtown Twp #5","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","204","35.08%"
"Newtown Twp #5","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","223","35.08%"
"Newtown Twp #5","Delegate to the Democratic National Convention (Dem)","Yota Palli","195","35.08%"
"Newtown Twp #5","Delegate to the Democratic National Convention (Dem)","Charles Quann","187","35.08%"
"Newtown Twp #5","Delegate to the Democratic National Convention (Dem)","Write-in","6","35.08%"
"Newtown Twp #5","Delegate to the Democratic National Convention (Dem)","Write-in","1","35.08%"
"Newtown Twp #5","Delegate to the Democratic National Convention (Dem)","Write-in","1","35.08%"
"Newtown Twp #5","Delegate to the Democratic National Convention (Dem)","Write-in","1","35.08%"
"Newtown Twp #5","Delegate to the Democratic National Convention (Dem)","Write-in","1","35.08%"
"Newtown Twp #5","Delegate to the Democratic National Convention (Dem)","Write-in","1","35.08%"
"Newtown Twp #5","Delegate to the Republican National Convention  (Rep)","Marie Miller","65","35.08%"
"Newtown Twp #5","Delegate to the Republican National Convention  (Rep)","Ellen Cox","125","35.08%"
"Newtown Twp #5","Delegate to the Republican National Convention  (Rep)","Liz Diehl","64","35.08%"
"Newtown Twp #5","Delegate to the Republican National Convention  (Rep)","Jim Worthington","162","35.08%"
"Newtown Twp #5","Delegate to the Republican National Convention  (Rep)","David A. Christian","154","35.08%"
"Newtown Twp #5","Delegate to the Republican National Convention  (Rep)","Write-in","3","35.08%"
"Newtown Twp #5","Delegate to the Republican National Convention  (Rep)","Write-in","1","35.08%"
"Newtown Twp #5","Delegate to the Republican National Convention  (Rep)","Write-in","0","35.08%"
"Newtown Twp #5","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","76","35.08%"
"Newtown Twp #5","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","116","35.08%"
"Newtown Twp #5","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","158","35.08%"
"Newtown Twp #5","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","10","35.08%"
"Newtown Twp #5","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","14","35.08%"
"Newtown Twp #5","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","25","35.08%"
"Newtown Twp #5","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","127","35.08%"
"Newtown Twp #5","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","4","35.08%"
"Newtown Twp #5","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","35.08%"
"Newtown Twp #5","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","35.08%"
"Newtown Twp #5","Newtown Twp Dist 5 Committeeman (Rep)","Marc Luciani","208","35.08%"
"Newtown Twp #5","Newtown Twp Dist 5 Committeeman (Rep)","Write-in","2","35.08%"
"Newtown Twp #5","Newtown Twp Dist 5 Committeewoman (Rep)","Sheila A. Roddy","201","35.08%"
"Newtown Twp #5","Newtown Twp Dist 5 Committeewoman (Rep)","Write-in","1","35.08%"
"Newtown Twp #6","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","353","35.71%"
"Newtown Twp #6","Presidential Electors  (Dem)","Dean Phillips","7","35.71%"
"Newtown Twp #6","Presidential Electors  (Dem)","Write-in","4","35.71%"
"Newtown Twp #6","Presidential Electors (Rep)","Nikki R. Haley","84","35.71%"
"Newtown Twp #6","Presidential Electors (Rep)","Donald J. Trump","278","35.71%"
"Newtown Twp #6","Presidential Electors (Rep)","Write-in","8","35.71%"
"Newtown Twp #6","United States Senator (Dem)","Robert P. Casey, Jr.","366","35.71%"
"Newtown Twp #6","United States Senator (Dem)","Write-in","1","35.71%"
"Newtown Twp #6","United States Senator (Rep)","Dave McCormick","334","35.71%"
"Newtown Twp #6","United States Senator (Rep)","Write-in","9","35.71%"
"Newtown Twp #6","Attorney General (Dem)","Jack Stollsteimer","56","35.71%"
"Newtown Twp #6","Attorney General (Dem)","Eugene DePasquale","22","35.71%"
"Newtown Twp #6","Attorney General (Dem)","Joe Khan","207","35.71%"
"Newtown Twp #6","Attorney General (Dem)","Keir Bradford-Grey","30","35.71%"
"Newtown Twp #6","Attorney General (Dem)","Jared Solomon","44","35.71%"
"Newtown Twp #6","Attorney General (Dem)","Write-in","0","35.71%"
"Newtown Twp #6","Attorney General (Rep)","Dave Sunday","190","35.71%"
"Newtown Twp #6","Attorney General (Rep)","Craig Williams","138","35.71%"
"Newtown Twp #6","Attorney General (Rep)","Write-in","2","35.71%"
"Newtown Twp #6","Auditor General (Dem)","Malcolm Kenyatta","219","35.71%"
"Newtown Twp #6","Auditor General (Dem)","Mark Pinsley","126","35.71%"
"Newtown Twp #6","Auditor General (Dem)","Write-in","1","35.71%"
"Newtown Twp #6","Auditor General (Rep)","Tim DeFoor","316","35.71%"
"Newtown Twp #6","Auditor General (Rep)","Write-in","1","35.71%"
"Newtown Twp #6","State Treasurer (Dem)","Ryan Bizzarro","168","35.71%"
"Newtown Twp #6","State Treasurer (Dem)","Erin McClelland","169","35.71%"
"Newtown Twp #6","State Treasurer (Dem)","Write-in","0","35.71%"
"Newtown Twp #6","State Treasurer (Rep)","Stacy Garrity","310","35.71%"
"Newtown Twp #6","State Treasurer (Rep)","Write-in","4","35.71%"
"Newtown Twp #6","Representative in Congress (Dem)","Ashley Ehasz","356","35.71%"
"Newtown Twp #6","Representative in Congress (Dem)","Write-in","1","35.71%"
"Newtown Twp #6","Representative in Congress (Rep)","Brian Fitzpatrick","271","35.71%"
"Newtown Twp #6","Representative in Congress (Rep)","Mark Houck","97","35.71%"
"Newtown Twp #6","Representative in Congress (Rep)","Write-in","1","35.71%"
"Newtown Twp #6","Representative in the General Assembly 31st (Dem)","Perry Warren","362","35.71%"
"Newtown Twp #6","Representative in the General Assembly 31st (Dem)","Write-in","1","35.71%"
"Newtown Twp #6","Representative in the General Assembly 31st (Rep)","Write-in","113","35.71%"
